Words,Scores
imágenes,70.81193156542014
better,66.01295860621877
allí sala conferencias,59.866518188383054
así voy decir,59.866518188383054
conferencias así voy,59.866518188383054
decir allí sala,59.866518188383054
dentro decir allí,59.866518188383054
exterior monumento tomar,59.866518188383054
hermosas pena vez,59.866518188383054
impresionante exterior monumento,59.866518188383054
imágenes hermosas pena,59.866518188383054
monumento tomar imágenes,59.866518188383054
pena vez dentro,59.866518188383054
sala conferencias así,59.866518188383054
tomar imágenes hermosas,59.866518188383054
vez dentro decir,59.866518188383054
25,59.78240694258392
behaved,59.78240694258392
cathedral,59.78240694258392
hyperactive,59.78240694258392
imposing,59.78240694258392
littering,59.78240694258392
poorly,59.78240694258392
scourge,59.78240694258392
allí sala,58.05134650501066
así voy,58.05134650501066
conferencias así,58.05134650501066
decir allí,58.05134650501066
dentro decir,58.05134650501066
exterior monumento,58.05134650501066
hermosas pena,58.05134650501066
impresionante exterior,58.05134650501066
imágenes hermosas,58.05134650501066
monumento tomar,58.05134650501066
pena vez,58.05134650501066
tomar imágenes,58.05134650501066
vez dentro,58.05134650501066
voy decir,58.05134650501066
behaved littering students,57.8365513033641
cathedral learning really,57.8365513033641
gto 25 000,57.8365513033641
hyperactive poorly behaved,57.8365513033641
imposing cathedral learning,57.8365513033641
learning really hyperactive,57.8365513033641
littering students scourge,57.8365513033641
much see ugly,57.8365513033641
poorly behaved littering,57.8365513033641
really hyperactive poorly,57.8365513033641
scourge gto 25,57.8365513033641
see ugly white,57.8365513033641
students scourge gto,57.8365513033641
ugly white imposing,57.8365513033641
white imposing cathedral,57.8365513033641
better views,56.91117707735225
center front,56.91117707735225
city center,56.91117707735225
many sites,56.91117707735225
ok view,56.91117707735225
sites better,56.91117707735225
steps ok,56.91117707735225
stop walk,56.91117707735225
views fun,56.91117707735225
25 000,56.19490820683363
behaved littering,56.19490820683363
cathedral learning,56.19490820683363
gto 25,56.19490820683363
hyperactive poorly,56.19490820683363
imposing cathedral,56.19490820683363
learning really,56.19490820683363
littering students,56.19490820683363
poorly behaved,56.19490820683363
really hyperactive,56.19490820683363
scourge gto,56.19490820683363
see ugly,56.19490820683363
students scourge,56.19490820683363
ugly white,56.19490820683363
white imposing,56.19490820683363
around city center,56.19490820683363
better views fun,56.19490820683363
center front steps,56.19490820683363
city center front,56.19490820683363
city many sites,56.19490820683363
front steps ok,56.19490820683363
fun climb steep,56.19490820683363
many sites better,56.19490820683363
ok view city,56.19490820683363
sites better views,56.19490820683363
steps ok view,56.19490820683363
stop walk around,56.19490820683363
view city many,56.19490820683363
views fun climb,56.19490820683363
walk around city,56.19490820683363
clasificar,45.17941253262656
conservó,45.17941253262656
decirse,45.17941253262656
defecto,45.17941253262656
favor,45.17941253262656
homogeneidad,45.17941253262656
indefinido,45.17941253262656
panorámico,45.17941253262656
retratarse,45.17941253262656
50 tal vez,36.33759833329082
antiguo colegio escalinata,36.33759833329082
años 50 tal,36.33759833329082
bellas mexico golpe,36.33759833329082
ciudad universidad gran,36.33759833329082
ciudades mas bellas,36.33759833329082
clasificar favor puede,36.33759833329082
colegio escalinata exterior,36.33759833329082
conservó interior antiguo,36.33759833329082
construido años 50,36.33759833329082
cualquier punto panorámico,36.33759833329082
decirse conservó interior,36.33759833329082
defecto construido años,36.33759833329082
escalinata exterior sitio,36.33759833329082
estilo indefinido imposible,36.33759833329082
exterior sitio obligado,36.33759833329082
favor puede decirse,36.33759833329082
golpe vista estilo,36.33759833329082
gran defecto construido,36.33759833329082
homogeneidad ciudades mas,36.33759833329082
imposible clasificar favor,36.33759833329082
indefinido imposible clasificar,36.33759833329082
interesante medio homogeneidad,36.33759833329082
interior antiguo colegio,36.33759833329082
mas bellas mexico,36.33759833329082
medio homogeneidad ciudades,36.33759833329082
mexico golpe vista,36.33759833329082
panorámico ciudad universidad,36.33759833329082
puede decirse conservó,36.33759833329082
punto panorámico ciudad,36.33759833329082
si sólo sido,36.33759833329082
sido interesante medio,36.33759833329082
sitio obligado retratarse,36.33759833329082
sólo sido interesante,36.33759833329082
tal vez si,36.33759833329082
universidad gran defecto,36.33759833329082
vez si sólo,36.33759833329082
vista estilo indefinido,36.33759833329082
50 tal,36.30576432082129
antiguo colegio,36.30576432082129
años 50,36.30576432082129
bellas mexico,36.30576432082129
ciudades mas,36.30576432082129
clasificar favor,36.30576432082129
colegio escalinata,36.30576432082129
conservó interior,36.30576432082129
construido años,36.30576432082129
decirse conservó,36.30576432082129
defecto construido,36.30576432082129
escalinata exterior,36.30576432082129
estilo indefinido,36.30576432082129
exterior sitio,36.30576432082129
favor puede,36.30576432082129
golpe vista,36.30576432082129
gran defecto,36.30576432082129
homogeneidad ciudades,36.30576432082129
imposible clasificar,36.30576432082129
indefinido imposible,36.30576432082129
interesante medio,36.30576432082129
interior antiguo,36.30576432082129
medio homogeneidad,36.30576432082129
mexico golpe,36.30576432082129
obligado retratarse,36.30576432082129
panorámico ciudad,36.30576432082129
puede decirse,36.30576432082129
punto panorámico,36.30576432082129
si sólo,36.30576432082129
sido interesante,36.30576432082129
sitio obligado,36.30576432082129
sólo sido,36.30576432082129
vez si,36.30576432082129
vista estilo,36.30576432082129
climb steep,33.46965675048554
sites,32.66483119894632
climb steep steps,32.616359143629985
ok,31.398642323797194
learning,29.201156955388345
city many,28.14728431894445
sala conferencias,27.533426973913322
fun climb,26.17944432357821
ugly,26.10012625490849
much see,23.750055007314405
decir,23.33321327697751
steep steps,22.334495603932357
conferencias,21.31644444554965
voy,20.280460468982078
around city,20.180813276128568
000,19.139122864616652
golpe,18.73490177555278
front steps,18.096291763520597
white,15.850056097872118
ciudad universidad,14.729161072292454
steep,14.43088496555469
universidad gran,14.15959264800552
colegio,13.854047188476642
walk around,13.273459021997738
much,13.105122747139644
pasan,12.369102813059834
sala,11.150324112163421
imposible,10.042792347293041
fun,9.978092069643848
50,9.697699073692124
pena vista,9.142497492508443
allí,9.002209506090663
vale pena vista,8.727719678656257
renombre,8.539047339055934
ciudades,8.531222180542935
bienes,8.137002543426588
venta,8.137002543426588
views,7.960633260478848
borderline,7.788333217057338
kept,7.788333217057338
espléndido,7.693231137065132
exterior,7.584809277967773
conmemorativa larga escalera,7.57921826208998
escalera universidad productos,7.57921826208998
foto conmemorativa larga,7.57921826208998
larga escalera universidad,7.57921826208998
